6200GeV Mass Index 30
TotalNumEvents 20000
 Total PDF Weight 
--NNPDF31_hessian set--
261	(0.85347) 
262	(0.858014) 
263	(0.830476) 
264	(0.853287) 
265	(0.841673) 
266	(0.849887) 
267	(0.840563) 
268	(0.839426) 
269	(0.847796) 
270	(0.848954) 
271	(0.839248) 
272	(0.848816) 
273	(0.85924) 
274	(0.840523) 
275	(0.853691) 
276	(0.841572) 
277	(0.847873) 
278	(0.837144) 
279	(0.833951) 
280	(0.863653) 
281	(0.841089) 
282	(0.854271) 
283	(0.839855) 
284	(0.85189) 
285	(0.846394) 
286	(0.851837) 
287	(0.850526) 
288	(0.851262) 
289	(0.842913) 
290	(0.848273) 
291	(0.853435) 
292	(0.848989) 
293	(0.842195) 
294	(0.855293) 
295	(0.845565) 
296	(0.844031) 
297	(0.850166) 
298	(0.837079) 
299	(0.837779) 
300	(0.837492) 
301	(0.844162) 
302	(0.843007) 
303	(0.843382) 
304	(0.85075) 
--AlphaS low(0.1165) up(0.1195)--
305	(0.861003) 
306	(0.852869) 
--PDF4LHC15_nnlo_30  set--
307	(0.846826) 
308	(0.860759) 
309	(0.849465) 
310	(0.881756) 
311	(0.828384) 
312	(0.853957) 
313	(0.842479) 
314	(0.84257) 
315	(0.850181) 
316	(0.841119) 
317	(0.839289) 
318	(0.839824) 
319	(0.886464) 
320	(0.849209) 
321	(0.865533) 
322	(0.853801) 
323	(0.854515) 
324	(0.849402) 
325	(0.846492) 
326	(0.851773) 
327	(0.830736) 
328	(0.838475) 
329	(0.83881) 
330	(0.838919) 
331	(0.831993) 
332	(0.85256) 
333	(0.836406) 
334	(0.850303) 
335	(0.814857) 
336	(0.847731) 
337	(0.849255) 
--AlphaS low(0.1165) up(0.1195)--
338	(0.861003) 
339	(0.852869) 
 ============================================ 
@   mcBest_Fit[30] = 0.851678  ; 
@   Reordering[30] = 0.842785  ; 
@   mc_STDMean[30] =  0.851935  ; 
@   PDF4LHC15_mc_ord[30] = 0.165363  ; //Re-ordering 
@   PDF4LHC15_mc_std[30] = 0.135339  ; //Standard deviation 
@   AlphaS_mc[30] = -0.00406681  ; 
@   BestFit100[30] = 0.846819  ; 
@   STDMean100[30] = 0.848345  ; 
@   PDF4LHC15_he_100[30] = 0.130964  ;  //Standard deviation
@   AlphaS_100[30] = -0.00406681  ; 
@   Best_Fit30[30] = 0.846826  ; 
@   STDMean_30[30] = 0.847234  ; 
@   PDF4LHC15_he_30[30] = 0.0769568  ;  //Standard deviation
@   AlphaS_30[30] = -0.00406681  ; 
